wkt_geom,easting,northing,vs30,uncertainty,station,q,gid,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv
Point (1569283.76825586846098304 5180329.27269317768514156),1569283.768,5180329.273,197,0.1,CBGS,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1571514.66248991852626204 5179368.48359264805912971),1571514.662,5179368.484,182,0.1,CCCC,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1569904.77068857988342643 5179600.83718990720808506),1569904.771,5179600.837,196,0.1,CHHC,1,10,196.45905,0.28294012,13,255.27419,0.65902555
Point (1569649.67535534291528165 5176302.72341664042323828),1569649.675,5176302.723,213,0.1,CMHS,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1569576.63684976333752275 5175288.98086981102824211),1569576.637,5175288.981,900,0.2,CRLZ,2,8,405.4836,0.5624408,7,769.95667,0.7053239
Point (1119289.18327428889460862 4966179.45096105709671974),1119289.183,4966179.451,1500,0.5,CSBF,3,15,1068.298,0.6903283,5,736.6329,0.65327823
Point (1583847.38062916719354689 5265879.79889075178653002),1583847.381,5265879.799,407,0.1,CULC,1,4,264.0701,0.5950514,16,218.11823,0.39540365
Point (1441177.65671906038187444 5083633.62406721338629723),1441177.657,5083633.624,1500,0.5,CVZ,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1571343.72479734569787979 5171765.06448076758533716),1571343.725,5171765.064,1000,0.5,D13C,3,15,1068.298,0.6903283,9,495.74252,0.7043546
Point (1406150.22067634225822985 4916880.37739934120327234),1406150.221,4916880.377,600,0.5,DCDS,3,15,1068.298,0.6903283,12,502.12625,0.6824076
Point (1142961.93127864180132747 4948773.24783934373408556),1142961.931,4948773.248,1500,0.5,DCZ,3,15,1068.298,0.6903283,5,736.6329,0.65327823
Point (1126643.3385455016978085 4976846.85891951527446508),1126643.339,4976846.859,1500,0.5,DECF,3,15,1068.298,0.6903283,255,NA,NA
Point (1527402.00285507249645889 5184413.95656780619174242),1527402.003,5184413.957,515,0.1,DFHS,1,4,263.81226,0.5950514,16,218.11823,0.39540365
Point (1407021.26755350129678845 4918216.76303954888135195),1407021.268,4918216.763,600,0.5,DGNS,3,7,387.9002,0.68287367,13,255.27419,0.65902555
Point (1500605.58639077795669436 5377849.44729919545352459),1500605.586,5377849.447,800,0.5,DSZ,3,12,782.0686,0.6023249,12,502.12625,0.6824076
Point (1403813.5278821021784097 4913379.29385986272245646),1403813.528,4913379.294,500,0.2,DUNS,2,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1426205.68126112222671509 5114877.39373626373708248),1426205.681,5114877.394,301,0.5,FDCS,3,7,387.9002,0.68287367,16,218.11823,0.39540365
Point (1342678.71823936281725764 5175165.61258902493864298),1342678.718,5175165.613,1000,0.5,FOZ,3,15,1068.298,0.6903283,5,736.6329,0.65327823
Point (1526436.15244783228263259 5173684.05010783486068249),1526436.152,5173684.05,457,0.1,GDLC,1,4,263.4692,0.5950514,16,218.11823,0.39540365
Point (1433282.97716366383247077 5268609.74194831028580666),1433282.977,5268609.742,278,0.5,HMCS,3,12,782.0686,0.6023249,16,218.11823,0.39540365
Point (1515969.81985209695994854 5178731.43336893245577812),1515969.82,5178731.433,531,0.1,HORC,1,4,264.0701,0.5950514,16,218.11823,0.39540365
Point (1586077.18598575843498111 5292112.13092521484941244),1586077.186,5292112.131,280,0.5,HSES,3,4,266.58157,0.5950514,15,220.0589,0.4556925
Point (1576539.76302159228362143 5174756.4250860158354044),1576539.763,5174756.425,348,0.1,HVSC,1,8,405.4836,0.5624408,6,491.11566,0.68166685
Point (1472615.33737289067357779 5268604.77507103234529495),1472615.337,5268604.775,1500,0.5,INZ,3,15,1068.298,0.6903283,11,691.41766,0.7239429
Point (1248001.51731850113719702 5121831.32607709057629108),1248001.517,5121831.326,800,0.5,JCWJ,3,12,782.0686,0.6023249,5,736.6329,0.65327823
Point (1262509.96807617926970124 5111353.88022981770336628),1262509.968,5111353.88,1500,0.5,JCZ,3,15,1068.298,0.6903283,3,934.96515,0.6438865
Point (1656114.22585807391442358 5302719.26733539532870054),1656114.226,5302719.267,800,0.5,KIKS,3,6,239,0.39401674,16,218.11823,0.39540365
Point (1572762.55538325430825353 5197323.15551101136952639),1572762.555,5197323.156,257,0.1,KPOC,1,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1375728.06306700361892581 5081447.28215562272816896),1375728.063,5081447.282,1000,0.5,LBZ,3,12,782.0686,0.6023249,5,736.6329,0.65327823
Point (1578184.97828092123381793 5171564.57896434795111418),1578184.978,5171564.579,600,0.5,LCQC,3,2,418,0.25372875,255,NA,NA
Point (1557078.51045099715702236 5169840.82036533113569021),1557078.51,5169840.82,292,0.1,LINC,1,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1577789.43897922243922949 5171644.20029139705002308),1577789.439,5171644.2,760,0.5,LPCC,3,2,418,0.25372875,255,NA,NA
Point (1540373.75506804860197008 5263172.74825625494122505),1540373.755,5263172.748,1000,0.5,LTZ,3,12,782.0686,0.6023249,6,491.11566,0.68166685
Point (1153144.64773868629708886 4943198.50654064584523439),1153144.648,4943198.507,1500,0.5,MANS,3,15,1068.298,0.6903283,255,NA,NA
Point (1544175.20582906599156559 5372218.24333594087511301),1544175.206,5372218.243,501,0.5,MCAS,3,4,262.42145,0.5950514,15,220.0589,0.4556925
Point (1678813.11714723217301071 5404452.78385735861957073),1678813.117,5404452.784,402,0.1,MGCS,1,12,782.0686,0.6023249,16,218.11823,0.39540365
Point (1217722.56545208906754851 4964727.3406564574688673),1217722.565,4964727.341,1500,0.5,MLZ,3,15,1068.298,0.6903283,5,736.6329,0.65327823
Point (1621287.90142625290900469 5340418.42971767205744982),1621287.901,5340418.43,600,0.5,MOLS,3,7,387.9002,0.68287367,5,736.6329,0.65327823
Point (1197850.11019564094021916 5040802.28654351457953453),1197850.11,5040802.287,1500,0.5,MSZ,3,4,272.6435,0.5950514,255,NA,NA
Point (1197780.18275562068447471 5040833.23026980552822351),1197780.183,5040833.23,600,0.5,MSZS,3,4,272.6435,0.5950514,255,NA,NA
Point (1578283.92967981728725135 5182861.8416015412658453),1578283.93,5182861.842,189,0.1,NBLC,1,6,239,0.39401674,255,NA,NA
Point (1623759.67147888615727425 5431133.84512268472462893),1623759.671,5431133.845,335,0.5,NCBS,3,4,261.68674,0.5950514,16,218.11823,0.39540365
Point (1622963.91930088866502047 5429256.93826988060027361),1622963.919,5429256.938,550,0.5,NELS,3,12,782.0686,0.6023249,9,495.74252,0.7043546
Point (1623188.65650164359249175 5431618.46885411068797112),1623188.657,5431618.469,350,0.5,NLMS,3,2,418,0.25372875,9,495.74252,0.7043546
Point (1577200.36122654308564961 5184127.95976510643959045),1577200.361,5184127.96,204,0.1,NNBS,1,6,190.12105,0.39401674,15,220.0589,0.4556925
Point (1631809.1602127505466342 5437072.68745740596204996),1631809.16,5437072.687,1000,0.5,NNZ,3,12,782.0686,0.6023249,6,491.11566,0.68166685
Point (1413603.71883911313489079 4915994.89806367270648479),1413603.719,4915994.898,1500,0.5,OPZ,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1522028.71923421998508275 5202544.39980101585388184),1522028.719,5202544.4,1000,0.5,OXZ,3,15,1068.298,0.6903283,11,691.41766,0.7239429
Point (1579869.49089226499199867 5176087.79552046488970518),1579869.491,5176087.796,750,0.5,PARS,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1568217.81241433206014335 5184377.93104093801230192),1568217.812,5184377.931,180,0.1,PPHS,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1574364.65763256489299238 5180742.87950496003031731),1574364.658,5180742.88,196,0.1,PRPC,1,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1112189.73785136826336384 4868036.58773424010723829),1112189.738,4868036.588,1000,0.5,PYZ,3,15,1068.298,0.6903283,3,934.96515,0.6438865
Point (1560296.00718345167115331 5480504.54701378289610147),1560296.007,5480504.547,1000,0.5,QRZ,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1578407.00292056938633323 5177189.85616156086325645),1578407.003,5177189.856,433,0.5,RCBS,3,8,405.4836,0.5624408,7,769.95667,0.7053239
Point (1570514.38714888109825552 5181156.69008769001811743),1570514.387,5181156.69,155,0.1,REHS,1,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1580372.13757890136912465 5175699.51509769354015589),1580372.138,5175699.515,900,0.5,RHBS,3,15,1068.298,0.6903283,3,934.96515,0.6438865
Point (1564805.81635674019344151 5179549.37843032460659742),1564805.816,5179549.378,286,0.1,RHSC,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1521355.36173280375078321 5155267.59463953133672476),1521355.362,5155267.595,452,0.1,RKAC,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1550041.16168884886428714 5173164.15625986829400063),1550041.162,5173164.156,447,0.1,ROLC,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1443222.87077128514647484 5157983.9224911741912365),1443222.871,5157983.922,1000,0.5,RPZ,3,7,387.9002,0.68287367,6,491.11566,0.68166685
Point (1119892.67902006069198251 4974315.07231154851615429),1119892.679,4974315.072,1000,0.5,SECF,3,15,1068.298,0.6903283,6,491.11566,0.68166685
Point (1572789.46937931748107076 5183010.90251930709928274),1572789.469,5183010.903,201,0.1,SHLC,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1406821.82424270897172391 4914200.28816654533147812),1406821.824,4914200.288,140,0.2,SKFS,2,4,266.02902,0.5950514,11,691.41766,0.7239429
Point (1544985.04425887740217149 5163982.56862013041973114),1544985.044,5163982.569,327,0.1,SLRC,1,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1568766.12170710926875472 5187192.33573972713202238),1568766.122,5187192.336,219,0.1,SMTC,1,10,196.45905,0.28294012,15,220.0589,0.4556925
Point (1571343.72479734569787979 5171765.06448076758533716),1571343.725,5171765.064,1000,0.5,STKS,3,15,1068.298,0.6903283,9,495.74252,0.7043546
Point (1559114.98923837137408555 5198035.17600491363555193),1559114.989,5198035.176,546,0.1,SWNC,1,4,262.97467,0.5950514,16,218.11823,0.39540365
Point (1303936.9972717824857682 4839051.28634973801672459),1303936.997,4839051.286,800,0.5,SYZ,3,4,270.76617,0.5950514,9,495.74252,0.7043546
Point (1186821.64296866510994732 4957179.69695136602967978),1186821.643,4957179.697,298,0.5,TAFS,3,4,265.13727,0.5950514,16,218.11823,0.39540365
Point (1706999.76134571642614901 5437104.73287883680313826),1706999.761,5437104.733,1000,0.5,TCW,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1592120.79058109456673265 5376591.1199437016621232),1592120.791,5376591.12,800,0.5,THZ,3,4,275,0.5950514,2,730.71454,0.7424247
Point (1557345.7129732146859169 5177970.77580421045422554),1557345.713,5177970.776,398,0.1,TPLC,1,10,196.45905,0.28294012,16,218.11823,0.39540365
Point (1583644.79942420427687466 5272347.66649583633989096),1583644.799,5272347.666,478,0.1,WIGC,1,4,264.23557,0.5950514,16,218.11823,0.39540365
Point (1285178.28078160458244383 5028545.50399157498031855),1285178.281,5028545.504,1000,0.5,WKZ,3,15,1068.298,0.6903283,5,736.6329,0.65327823
Point (1294392.8908715914003551 5043735.85746378265321255),1294392.891,5043735.857,330,0.5,WNPS,3,11,398.11197,0.53134197,9,495.74252,0.7043546
Point (1604394.79915375495329499 5281441.45202592946588993),1604394.799,5281441.452,504,0.1,WTMC,1,4,268.6927,0.5950514,11,691.41766,0.7239429
Point (1415769.84731759806163609 5228754.71213369816541672),1415769.847,5228754.712,270,0.5,WVAS,3,15,1068.298,0.6903283,16,218.11823,0.39540365
Point (1415745.9392750752158463 5228442.88587423134595156),1415745.939,5228442.886,1000,0.5,WVZ,3,15,1068.298,0.6903283,15,220.0589,0.4556925
Point (1571672.43435128941200674 5219521.43622170016169548),1571672.434,5219521.436,800,0.5,AMCZ,3,12,782.0686,0.6023249,5,736.6329,0.65327823
Point (1217860.0545909870415926 4801322.91743017639964819),1217860.055,4801322.917,1500,0.5,APZ,3,15,1068.298,0.6903283,11,691.41766,0.7239429
Point (1312188.33505129045806825 4980996.60262272413820028),1312188.335,4980996.603,1000,0.5,AXZ,3,15,1068.298,0.6903283,9,495.74252,0.7043546
Point (1162547.57178446231409907 5024929.24775529839098454),1162547.572,5024929.248,1500,0.5,BCOF,3,15,1068.298,0.6903283,1,791.7739,0.6686169
Point (1280673.40714082168415189 5120707.46848984062671661),1280673.407,5120707.468,1500,0.5,BRAH,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1111679.04695388651452959 4934105.59155909810215235),1111679.047,4934105.592,1500,0.5,BRKS,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1700920.72689287597313523 5377377.7730393223464489),1700920.727,5377377.773,800,0.5,CMWZ,3,12,782.0686,0.6023249,15,220.0589,0.4556925
Point (1124883.76427519926801324 4982914.86803473252803087),1124883.764,4982914.868,1500,0.5,COHF,3,15,1068.298,0.6903283,255,NA,NA
Point (1667376.58271785569377244 5333850.48613707441836596),1667376.583,5333850.486,1000,0.5,CRSZ,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1133425.95739508140832186 4994239.11803046055138111),1133425.957,4994239.118,1500,0.5,CS2F,3,15,1068.298,0.6903283,255,NA,NA
Point (1118163.94987527187913656 4952478.61921882349997759),1118163.95,4952478.619,1500,0.5,DAGG,3,15,1068.298,0.6903283,255,NA,NA
Point (1105152.45692965341731906 4916933.13549943920224905),1105152.457,4916933.135,1500,0.5,DKCV,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1151561.0392333478666842 5012045.61119686253368855),1151561.039,5012045.611,1500,0.5,ELDF,3,15,1068.298,0.6903283,2,730.71454,0.7424247
Point (1115665.79856357118114829 4964784.54960301425307989),1115665.799,4964784.55,1500,0.5,FBYF,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1413603.71883911313489079 4915994.89806367270648479),1413603.719,4915994.898,1500,0.5,HHSZ,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1097104.12527653737924993 4894742.27735692635178566),1097104.125,4894742.277,1500,0.5,LFRZ,3,15,1068.298,0.6903283,11,691.41766,0.7239429
Point (1299479.10019962815567851 5153011.48102287016808987),1299479.1,5153011.481,800,0.5,LMZ,3,7,387.9002,0.68287367,10,361.86108,0.53872114
Point (1118279.42900915537029505 4888824.43814556580036879),1118279.429,4888824.438,1500,0.5,LSTC,3,15,1068.298,0.6903283,8,614.3239,0.71882683
Point (1604793.2245531789958477 5158862.55531683936715126),1604793.225,5158862.555,1500,0.5,OKCZ,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1586426.03393365605734289 5152473.7697904696688056),1586426.034,5152473.77,1500,0.5,OKUC,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1180309.86316289426758885 5039368.90664646029472351),1180309.863,5039368.907,1500,0.5,RONF,3,15,1068.298,0.6903283,1,791.7739,0.6686169
Point (1175791.3245902641210705 5033696.22403898369520903),1175791.325,5033696.224,1500,0.5,RUGF,3,15,1068.298,0.6903283,1,791.7739,0.6686169
Point (1127209.6819624756462872 4969292.48868808709084988),1127209.682,4969292.489,1500,0.5,SCLF,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1126934.90931051759980619 4920736.18045276589691639),1126934.909,4920736.18,1500,0.5,SPCV,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1141711.53604588331654668 5002056.38391999155282974),1141711.536,5002056.384,1500,0.5,TANF,3,15,1068.298,0.6903283,2,730.71454,0.7424247
Point (1678781.77661171182990074 5413145.84192156139761209),1678781.777,5413145.842,1000,0.5,TUWZ,3,15,1068.298,0.6903283,11,691.41766,0.7239429
Point (1282674.80811117822304368 5133273.09869254194200039),1282674.808,5133273.099,1500,0.5,ZIHA,3,15,1068.298,0.6903283,7,769.95667,0.7053239
Point (1613756.64885964756831527 5340484.11031094845384359),1613756.649,5340484.11,800,0.5,AC3A,3,4,273.36438,0.5950514,6,491.11566,0.68166685
Point (1118182.5627086628228426 4960753.62090421281754971),1118182.563,4960753.621,1500,0.5,FRBF,3,15,1068.298,0.6903283,3,934.96515,0.6438865
Point (1131613.79869423666968942 4983405.33751210942864418),1131613.799,4983405.338,1500,0.5,MTNF,3,15,1068.298,0.6903283,3,934.96515,0.6438865
Point (1196775.67931099096313119 4860753.94543273374438286),1196775.679,4860753.945,1000,0.5,ORPS,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1108366.77946844673715532 4921238.83384318463504314),1108366.779,4921238.834,1500,0.5,RLNS,3,15,1068.298,0.6903283,3,934.96515,0.6438865
Point (1125501.25907872384414077 4969698.08110963739454746),1125501.259,4969698.081,1500,0.5,SCTS,3,15,1068.298,0.6903283,4,1023.52203,0.707888
Point (1582682.76965114171616733 5326335.46096701268106699),1582682.77,5326335.461,800,0.5,TENS,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1141764.50122144934721291 5001992.46872406173497438),1141764.501,5001992.469,1500,0.5,TLBF,3,15,1068.298,0.6903283,2,730.71454,0.7424247
Point (1415677.48091645305976272 5228399.91433476097881794),1415677.481,5228399.914,1000,0.5,WVZS,3,15,1068.298,0.6903283,15,220.0589,0.4556925
Point (1669591.43775701220147312 5393652.98328208271414042),1669591.438,5393652.983,1000,0.5,CSSR,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1634266.77547877281904221 5343423.40495085529983044),1634266.775,5343423.405,1000,0.5,SM1F,3,12,782.0686,0.6023249,11,691.41766,0.7239429
