Station,easting,northing,Vs30,Std,q
CPT_17430_measurement_num_0,1572851.44,5177238.45,148.11,,5
CPT_174419_measurement_num_0,1900809,5815930,210.53,,5
CPT_174421_measurement_num_0,1900741,5815796,217.56,,5
CPT_17453_measurement_num_0,1575771.8,5186184.47,177.19,,5
CPT_17454_measurement_num_0,1575743.37,5186283.72,185.37,,5
CPT_17456_measurement_num_0,1576297.93,5185170.78,174.81,,5
CPT_17458_measurement_num_0,1576535.11,5185564.33,180.5,,5
CPT_174627_measurement_num_0,1882463.92,5827724.93,270.15,,5
CPT_174628_measurement_num_0,1882478.45,5827744.21,254.23,,5
CPT_17463_measurement_num_0,1575386.77,5177512.48,183.33,,5
CPT_174645_measurement_num_0,1730399.23,5939673.61,202.94,,5
CPT_174647_measurement_num_0,1730392.07,5939697.87,201.54,,5
CPT_174648_measurement_num_0,1730470,5939596.73,185.8,,5
CPT_174649_measurement_num_0,1730493.14,5939591.95,182.37,,5
CPT_174651_measurement_num_0,1730331.9,5939675.18,177.24,,5
CPT_17465_measurement_num_0,1574605.62,5178571.96,179.95,,5
CPT_17475_measurement_num_0,1572292.3,5178720.16,152.3,,5
CPT_174817_measurement_num_0,1765618.81,5915108.89,198.41,,5
CPT_174818_measurement_num_0,1765673.88,5915144.56,211.3,,5
CPT_174819_measurement_num_0,1766032.81,5914999.82,177.18,,5
CPT_174820_measurement_num_0,1766013.71,5915026.38,184.55,,5
CPT_174821_measurement_num_0,1765732.54,5915099.02,211,,5
CPT_174823_measurement_num_0,1873082.94,5818890.66,197.54,,5
CPT_174880_measurement_num_0,1881599.36,5826275.44,223.07,,5
CPT_174881_measurement_num_0,1881599.48,5826281.55,210.67,,5
CPT_174882_measurement_num_0,1881593.7,5826288.19,231.06,,5
CPT_174883_measurement_num_0,1881606.68,5826287.97,220.5,,5
CPT_175047_measurement_num_0,1798704.53,5820981.24,190.59,,5
CPT_175049_measurement_num_0,1798673.48,5820931.97,182.02,,5
CPT_17526_measurement_num_0,1576363.63,5182550.37,191.85,,5
CPT_175381_measurement_num_0,1948196,5788067.8,243.39,,5
CPT_175433_measurement_num_0,1765718.23,5915087.2,218.86,,5
CPT_175479_measurement_num_0,1765692.42,5915071.17,222.52,,5
CPT_175484_measurement_num_0,1766042.46,5915097.08,194.05,,5
CPT_175641_measurement_num_0,1576792.05,5184755.79,186.32,,5
CPT_175799_measurement_num_0,1570845.07,5180020.97,184.88,,5
CPT_17592_measurement_num_0,1577101,5183872,197.67,,5
CPT_17593_measurement_num_0,1577093,5183885,198.56,,5
CPT_17594_measurement_num_0,1577130,5183892,199.41,,5
CPT_17596_measurement_num_0,1577143,5183871,191.52,,5
CPT_176072_measurement_num_0,1884374.67,5825827.1,210.14,,5
CPT_176117_measurement_num_0,1836818.5,5842040.51,207,,5
CPT_176120_measurement_num_0,1836834.03,5842059.42,201.67,,5
CPT_176126_measurement_num_0,1799283,5813603,192.41,,5
CPT_176127_measurement_num_0,1799298.5,5813568.51,206.38,,5
CPT_176128_measurement_num_0,1807264.96,5809779.57,245.36,,5
CPT_176129_measurement_num_0,1807259.9,5809788.58,253.89,,5
CPT_176130_measurement_num_0,1807611.32,5809789.7,249.87,,5
CPT_176131_measurement_num_0,1807619.21,5809788.39,256.15,,5
CPT_176142_measurement_num_0,1790615.45,5827219.82,247.19,,5
CPT_176148_measurement_num_0,1790634,5827220.5,246.66,,5
CPT_176254_measurement_num_0,1759476.4,5907256.53,215.77,,5
CPT_176255_measurement_num_0,1759509.42,5907288.65,206.65,,5
CPT_176256_measurement_num_0,1759588.43,5907322.35,208.55,,5
CPT_176257_measurement_num_0,1759591.29,5907237.94,208.59,,5
CPT_176258_measurement_num_0,1759557.05,5907206.85,205.68,,5
CPT_176259_measurement_num_0,1759569.86,5907272.42,207.53,,5
CPT_176428_measurement_num_0,1945480.92,5789681.38,294.71,,5
CPT_176521_measurement_num_0,1879534,5824115,219.43,,5
CPT_17774_measurement_num_0,1576917,5185730,194.42,,5
CPT_17775_measurement_num_0,1576932,5185765,190.8,,5
CPT_17776_measurement_num_0,1576887,5185708,195.96,,5
CPT_177874_measurement_num_0,1873308.6,5819983,173.46,,5
CPT_177883_measurement_num_0,1878003,5825379.29,169.02,,5
CPT_177885_measurement_num_0,1878023.79,5825380.36,180.42,,5
CPT_17800_measurement_num_0,1576413.18,5186177.53,190.47,,5
CPT_17821_measurement_num_0,1579778.97,5177583.82,187.05,,5
CPT_17834_measurement_num_0,1570854.11,5180681.38,169.66,,5
CPT_17835_measurement_num_0,1570847.51,5180689.37,164.63,,5
CPT_17849_measurement_num_0,1574846.6,5183675.08,169.09,,5
CPT_17853_measurement_num_0,1569082.06,5183058.73,136.35,,5
CPT_178589_measurement_num_0,1877001.71,5826705.74,193.5,,5
CPT_178593_measurement_num_0,1873233,5816881.05,184.56,,5
CPT_178594_measurement_num_0,1873252.19,5816865.15,188.5,,5
CPT_178652_measurement_num_0,1874212.78,5819035.32,169.54,,5
CPT_178655_measurement_num_0,1874235.77,5819060.4,225.41,,5
CPT_178657_measurement_num_0,1874224.13,5819049.06,212.98,,5
CPT_178814_measurement_num_0,1874314,5815469,242.91,,5
CPT_17884_measurement_num_0,1571945.65,5182046.74,160.15,,5
CPT_17897_measurement_num_0,1571210.2,5180791.2,205.25,,5
CPT_179101_measurement_num_0,1869146.04,5823400.64,193.13,,5
CPT_179732_measurement_num_0,2034924.24,5709595.96,190.78,,5
CPT_179762_measurement_num_0,2034623.08,5708866.4,209.41,,5
CPT_179764_measurement_num_0,2034764.43,5708911.85,202.11,,5
CPT_179765_measurement_num_0,2034755.51,5708887.61,199.22,,5
CPT_179836_measurement_num_0,2035408.85,5709960.71,166.48,,5
CPT_179852_measurement_num_0,2035114.59,5709259.3,183.62,,5
CPT_179853_measurement_num_0,2035133.43,5709286.01,187.35,,5
CPT_179884_measurement_num_0,1884885.14,5825422.93,246.1,,5
CPT_179885_measurement_num_0,1884884.11,5825444.2,253.41,,5
CPT_179917_measurement_num_0,1843832,5811924,245.22,,5
CPT_179918_measurement_num_0,1843826,5811926,256.95,,5
CPT_179919_measurement_num_0,1822626,5829139,233.26,,5
CPT_179923_measurement_num_0,1773033,5891337.65,256.84,,5
CPT_179991_measurement_num_0,2034577.19,5709249.66,209.8,,5
CPT_180093_measurement_num_0,1798636.29,5820860.68,233.94,,5
CPT_180095_measurement_num_0,1798650.02,5820893.34,235.53,,5
CPT_180097_measurement_num_0,1798659.93,5820962.31,227.79,,5
CPT_180098_measurement_num_0,1798615.49,5820971.09,209.49,,5
CPT_180125_measurement_num_0,1798715.38,5820940.24,218.97,,5
CPT_180187_measurement_num_0,1881963.19,5781143.18,50.11,,5
CPT_180190_measurement_num_0,1881972.27,5781159.31,137.34,,5
CPT_180342_measurement_num_0,1744891.89,5916979.18,173.83,,5
CPT_180982_measurement_num_0,1862069.25,5852094.35,168.11,,5
CPT_180983_measurement_num_0,1862072,5852114.24,188.78,,5
CPT_180991_measurement_num_0,1743534.59,6002946.51,280.31,,5
CPT_180_measurement_num_0,1577730.65,5182267.49,156.1,,5
CPT_181269_measurement_num_0,1800749.29,5817360.56,229.36,,5
CPT_181270_measurement_num_0,1800761.55,5817377.86,225.9,,5
CPT_181342_measurement_num_0,1627251,5438250,138.78,,5
CPT_181500_measurement_num_0,1789025,5828423,174.04,,5
CPT_181501_measurement_num_0,1789034,5828429,192.94,,5
CPT_181528_measurement_num_0,1802933.56,5812580.04,204.87,,5
CPT_181532_measurement_num_0,1802956.62,5812569.18,200.95,,5
CPT_181533_measurement_num_0,1882481.13,5775887.35,173.28,,5
CPT_181538_measurement_num_0,1802943.17,5812591.29,185.82,,5
CPT_181578_measurement_num_0,1802991.74,5812453.69,219.02,,5
CPT_181580_measurement_num_0,1802941.19,5812579.99,218.2,,5
CPT_181582_measurement_num_0,1802947.91,5812561.96,206.26,,5
CPT_181583_measurement_num_0,1803001.17,5812453.83,209.76,,5
CPT_181590_measurement_num_0,1803557.14,5813296.95,217.85,,5
CPT_181591_measurement_num_0,1803155.36,5812616.18,250.81,,5
CPT_181592_measurement_num_0,1803278.4,5812671.21,260.46,,5
CPT_181613_measurement_num_0,1803550.02,5813204.93,250.85,,5
CPT_181616_measurement_num_0,1803571.4,5813247.09,181.96,,5
CPT_181617_measurement_num_0,1803540.5,5813275.91,215.15,,5
CPT_181618_measurement_num_0,1803527.82,5813293.46,220.83,,5
CPT_181667_measurement_num_0,1841999.13,5818002.4,223.12,,5
CPT_181668_measurement_num_0,1841973.67,5818036.47,217.21,,5
CPT_181669_measurement_num_0,1842024.91,5817979.43,221.91,,5
CPT_181670_measurement_num_0,1842034.05,5817990.27,215.78,,5
CPT_181671_measurement_num_0,1842008.59,5818024.34,225.17,,5
CPT_181672_measurement_num_0,1841983.46,5818069.5,221.75,,5
CPT_181673_measurement_num_0,1841805.92,5818030.29,206.88,,5
CPT_181674_measurement_num_0,1841856.51,5817951.05,223.91,,5
CPT_181675_measurement_num_0,1841860.1,5818073.13,225.32,,5
CPT_181676_measurement_num_0,1841831.38,5817996.22,223.35,,5
CPT_181677_measurement_num_0,1841885.23,5818027.96,220.89,,5
CPT_181678_measurement_num_0,1841875.11,5817983.83,220.82,,5
CPT_181679_measurement_num_0,1841910.36,5817982.79,217.6,,5
CPT_181681_measurement_num_0,1841935.16,5817926.53,220.66,,5
CPT_181722_measurement_num_0,1760000.6,5907606.81,203.51,,5
CPT_181726_measurement_num_0,1760020.52,5907529.86,203.44,,5
CPT_181729_measurement_num_0,1759924.02,5907512.81,199.18,,5
CPT_181733_measurement_num_0,1759924.85,5907557.19,187.39,,5
CPT_182057_measurement_num_0,1874806.47,5820026.48,167.77,,5
CPT_182059_measurement_num_0,1874352.54,5819765.37,155.11,,5
CPT_182060_measurement_num_0,1874329.38,5819761.37,157.47,,5
CPT_182087_measurement_num_0,1888921.72,5773026.87,215.64,,5
CPT_182088_measurement_num_0,1888931.42,5773039.58,219.3,,5
CPT_182133_measurement_num_0,1880942.08,5820837.51,228.22,,5
CPT_182135_measurement_num_0,1880961.07,5820827,214.33,,5
CPT_182136_measurement_num_0,1880950.21,5820810.67,198.5,,5
CPT_182280_measurement_num_0,1884234.38,5824175.04,204.14,,5
CPT_182284_measurement_num_0,1884153.75,5824158.87,216.78,,5
CPT_182285_measurement_num_0,1884216.75,5824135.58,211.99,,5
CPT_182315_measurement_num_0,1576709.71,5184670.42,182.32,,5
CPT_182317_measurement_num_0,1576765.29,5184708.82,188.36,,5
CPT_182318_measurement_num_0,1576828.58,5184716.7,186.35,,5
CPT_182319_measurement_num_0,1576818.29,5184675.02,176.28,,5
CPT_182320_measurement_num_0,1576807.88,5184621.79,181.22,,5
CPT_182755_measurement_num_0,1773278.65,5899778.52,145.23,,5
CPT_182756_measurement_num_0,1773285.01,5899696.08,135.59,,5
CPT_182757_measurement_num_0,1773385.81,5899488.55,137.69,,5
CPT_182793_measurement_num_0,1773395.24,5899261.56,132.24,,5
CPT_182794_measurement_num_0,1773613.01,5899018.58,127.08,,5
CPT_182796_measurement_num_0,1773983.82,5898620.39,121.98,,5
CPT_182798_measurement_num_0,1774083.65,5898492.66,59.31,,5
CPT_182800_measurement_num_0,1774551.73,5898108.47,63.1,,5
CPT_182801_measurement_num_0,1774829.96,5897495.69,158.14,,5
CPT_182804_measurement_num_0,1774909.48,5896838.28,156.44,,5
CPT_182810_measurement_num_0,1576625.98,5171353.98,99.26,,5
CPT_182822_measurement_num_0,1576662.55,5171400.38,103.46,,5
CPT_182934_measurement_num_0,1924009.97,5778142.45,263.49,,5
CPT_182937_measurement_num_0,1965540.81,5786334.02,266.46,,5
CPT_182950_measurement_num_0,1949822.82,5793241.41,255.12,,5
CPT_182954_measurement_num_0,1947997.68,5789583.23,206.85,,5
CPT_182955_measurement_num_0,1930661.48,5791943.62,213.72,,5
CPT_182965_measurement_num_0,1882416.42,5776015.77,204.86,,5
CPT_182966_measurement_num_0,1882520.62,5776024.58,179.2,,5
CPT_183030_measurement_num_0,1796530,5822467,245.34,,5
CPT_183031_measurement_num_0,1796546,5822446,227.37,,5
CPT_183269_measurement_num_0,1814408.11,5805656.66,235.56,,5
CPT_183271_measurement_num_0,1833720.79,5933290.65,212.14,,5
CPT_183278_measurement_num_0,1855279.67,5876512.46,245.37,,5
CPT_183384_measurement_num_0,1568830.08,5183162,148.66,,5
CPT_183856_measurement_num_0,1876077.27,5825682.1,187.15,,5
CPT_183940_measurement_num_2,1841240.01,5819673.23,237.72,,5
CPT_183941_measurement_num_2,1842888.75,5817489.96,237.72,,5
CPT_183942_measurement_num_2,1842975.94,5817139.79,237.72,,5
CPT_183943_measurement_num_2,1842229.02,5817722.58,237.72,,5
CPT_183949_measurement_num_0,1976522.28,5784717.7,226.65,,5
CPT_183_measurement_num_0,1577700.89,5181709.12,178.96,,5
CPT_184071_measurement_num_0,1949801.51,5789538.28,222.2,,5
CPT_184083_measurement_num_0,1882479,5826274,195.95,,5
CPT_184084_measurement_num_0,1882487,5826293,201.86,,5
CPT_184086_measurement_num_0,1963990.25,5785135,209.45,,5
CPT_184098_measurement_num_0,1936925.31,5798074.94,281.49,,5
CPT_184100_measurement_num_0,1949792.7,5790098.7,222.45,,5
CPT_184144_measurement_num_0,1746725.26,5920347.59,187.84,,5
CPT_184146_measurement_num_0,1746755.36,5920342.72,193.89,,5
CPT_184149_measurement_num_0,1746762.17,5920269.45,180.85,,5
CPT_184151_measurement_num_0,1746801.96,5920242.73,191.89,,5
CPT_184153_measurement_num_0,1746790.32,5920206.76,206.59,,5
CPT_184154_measurement_num_0,1746742.24,5920190.07,199.13,,5
CPT_184462_measurement_num_0,1887601.53,5773483.6,180.02,,5
CPT_184699_measurement_num_0,1765230.4,5905826.61,172.37,,5
CPT_184797_measurement_num_0,1747381.47,5926547.64,186.25,,5
CPT_184800_measurement_num_0,1747386.83,5926568.01,188,,5
CPT_184803_measurement_num_0,1747374.66,5926556.83,172.01,,5
CPT_184804_measurement_num_0,1747378.69,5926573.04,175.55,,5
CPT_184807_measurement_num_0,1747365.8,5926560.07,174.5,,5
CPT_184809_measurement_num_0,1747369.63,5926574.29,175.68,,5
CPT_18507_measurement_num_0,1572000.14,5180954.58,163.57,,5
CPT_185087_measurement_num_0,1874284.22,5817562.29,202.34,,5
CPT_18508_measurement_num_0,1571994.21,5180943.44,170.99,,5
CPT_185107_measurement_num_0,1895025.04,5819121.09,249.27,,5
CPT_18527_measurement_num_0,1572204.91,5182390,237.69,,5
CPT_185317_measurement_num_0,1760177.19,5908968.37,193.97,,5
CPT_185322_measurement_num_0,1760157.01,5909007.12,199.3,,5
CPT_185327_measurement_num_0,1760137.3,5909040.26,202.37,,5
CPT_185328_measurement_num_0,1760153.42,5908967.11,204.72,,5
CPT_185388_measurement_num_0,2039329.22,5707377.18,140.83,,5
CPT_185460_measurement_num_0,1875351,5822308,166.91,,5
CPT_185461_measurement_num_0,1875296,5822310,164.74,,5
CPT_185462_measurement_num_0,1875271,5822242,160.23,,5
CPT_185463_measurement_num_0,1875220,5822248,165.24,,5
CPT_185464_measurement_num_0,1875207,5822197,162.76,,5
CPT_185465_measurement_num_0,1875164,5822153,164.63,,5
CPT_18546_measurement_num_0,1575352.02,5178298.59,190.98,,5
CPT_18547_measurement_num_0,1571521.14,5182344.91,161.99,,5
CPT_18548_measurement_num_0,1575334.29,5178310.29,185.63,,5
CPT_18549_measurement_num_0,1571557.52,5182396.9,156.33,,5
CPT_18555_measurement_num_0,1573882.57,5178036.82,174.48,,5
CPT_18556_measurement_num_0,1573878.37,5178015.37,166.7,,5
CPT_185590_measurement_num_0,1781429.75,5904035.48,180.1,,5
CPT_185593_measurement_num_0,1781439.81,5903892.22,182.51,,5
CPT_185595_measurement_num_0,1781369.55,5903832.98,174.2,,5
CPT_185596_measurement_num_0,1781346.8,5903727.86,178.63,,5
CPT_185768_measurement_num_0,1795884,5819146,213.77,,5
CPT_185769_measurement_num_0,1796000,5819057,195.23,,5
CPT_185770_measurement_num_0,1796191,5818971,227.69,,5
CPT_185771_measurement_num_0,1796118,5818827,213.98,,5
CPT_185772_measurement_num_0,1795836,5819055,200.93,,5
CPT_185773_measurement_num_0,1795836,5819055,222.34,,5
CPT_185774_measurement_num_0,1795980,5818831,206.47,,5
CPT_18577_measurement_num_0,1574615.18,5178565,160.03,,5
CPT_18578_measurement_num_0,1576048.6,5186481.38,185.94,,5
CPT_18580_measurement_num_0,1575365.22,5177850.5,184.52,,5
CPT_185820_measurement_num_0,1860663.11,5854832.02,251.08,,5
CPT_185821_measurement_num_0,1874199.65,5818587.52,204.94,,5
CPT_185822_measurement_num_0,1909772.19,5812367.13,217.02,,5
CPT_18582_measurement_num_0,1575355.69,5177827.92,182.97,,5
CPT_18586_measurement_num_0,1576013.01,5185205.66,175.85,,5
CPT_18588_measurement_num_0,1575350.72,5178345.12,176.5,,5
CPT_18591_measurement_num_0,1573903.69,5178006.91,177.44,,5
CPT_18598_measurement_num_0,1575673.84,5178190.36,192.5,,5
CPT_185993_measurement_num_0,1798245.63,5813836.17,214.65,,5
CPT_18601_measurement_num_0,1575639.97,5178174.03,190.67,,5
CPT_18606_measurement_num_0,1572589.84,5181669.57,186.48,,5
CPT_18607_measurement_num_0,1572589.48,5181679.01,188.28,,5
CPT_186083_measurement_num_0,1868401.53,5824017.27,183.83,,5
CPT_18610_measurement_num_0,1575538.15,5178037.42,187.98,,5
CPT_18612_measurement_num_0,1575206.37,5177833.18,178.62,,5
CPT_18616_measurement_num_0,1575454.24,5177522.61,182.98,,5
CPT_186177_measurement_num_0,1571469.52,5182040.89,156.79,,5
CPT_18619_measurement_num_0,1575400,5181383,177.55,,5
CPT_18620_measurement_num_0,1575378,5181365,179.56,,5
CPT_18622_measurement_num_0,1574146.21,5177887.19,172.59,,5
CPT_18625_measurement_num_0,1574246.44,5177929.19,157.29,,5
CPT_18635_measurement_num_0,1572639.92,5176221.46,123.27,,5
CPT_186404_measurement_num_0,1869398.41,5827501.47,181.09,,5
CPT_186405_measurement_num_0,1869446.47,5827485.86,191.98,,5
CPT_186406_measurement_num_0,1869416.99,5827450.26,176.02,,5
CPT_186408_measurement_num_0,1573094.99,5178720.32,166.31,,5
CPT_186890_measurement_num_0,1891994.67,5820765.32,208.54,,5
CPT_186_measurement_num_0,1577576.56,5181864.31,189.04,,5
CPT_18709_measurement_num_0,1572233.56,5178641.82,151.59,,5
CPT_18710_measurement_num_0,1572239.95,5178638.84,147.57,,5
CPT_18717_measurement_num_0,1572188.35,5182969.66,179.04,,5
CPT_187468_measurement_num_0,1569387.36,5183473.85,131.37,,5
CPT_187571_measurement_num_0,1821635,5828978,171.53,,5
CPT_187648_measurement_num_0,1685221.54,5402998.4,190.87,,5
CPT_187759_measurement_num_0,1879645,5825078,147.21,,5
CPT_187760_measurement_num_0,1879639,5825091,155.9,,5
CPT_187761_measurement_num_0,1879647,5825068,151.25,,5
CPT_187840_measurement_num_0,1747680.94,5921927.4,171.21,,5
CPT_187841_measurement_num_0,1747690.18,5921904.6,175.34,,5
CPT_18808_measurement_num_0,1571441.65,5178489.85,151.96,,5
CPT_18815_measurement_num_0,1570011.71,5183540.95,215.51,,5
CPT_18827_measurement_num_0,1571789.49,5182916.7,152.97,,5
CPT_188461_measurement_num_0,1880163.99,5773835.82,167.66,,5
CPT_188463_measurement_num_0,1880206.76,5773918.25,165.69,,5
CPT_188464_measurement_num_0,1880193.67,5773968.71,172.24,,5
CPT_188471_measurement_num_0,1880069.19,5773993.34,174.43,,5
CPT_188473_measurement_num_0,1880017.1,5774012.58,187.01,,5
CPT_188474_measurement_num_0,1879935.33,5773982.84,203.98,,5
CPT_188477_measurement_num_0,1880057.04,5773798.95,180.25,,5
CPT_188482_measurement_num_0,1880178.41,5773800.99,168.59,,5
CPT_188662_measurement_num_0,1763822,5908789.03,192.45,,5
CPT_188695_measurement_num_0,1889286.96,5773559.92,248.01,,5
CPT_188699_measurement_num_0,1889229.93,5773458.22,230.98,,5
CPT_188718_measurement_num_0,1889291.84,5773450.89,230.98,,5
CPT_188721_measurement_num_0,1889383.42,5773502.76,239.7,,5
CPT_188723_measurement_num_0,1889479.31,5773499.17,244.77,,5
CPT_188732_measurement_num_0,1889475.09,5773427.26,257.33,,5
CPT_188736_measurement_num_0,1889566.99,5773385.7,248.31,,5
CPT_18892_measurement_num_0,1576507.72,5182010.13,174.47,,5
CPT_189079_measurement_num_0,1875388.02,5824086.93,129.17,,5
CPT_189083_measurement_num_0,1875381.42,5824153.81,107.88,,5
CPT_189105_measurement_num_0,1760374,5914293,231.7,,5
CPT_189374_measurement_num_0,1573436,5182208,200.4,,5
CPT_189728_measurement_num_0,1967995.73,5784250.78,191.93,,5
CPT_189746_measurement_num_0,1966883.21,5782772.11,158.86,,5
CPT_189748_measurement_num_0,1967449.71,5782858.37,169.02,,5
CPT_189854_measurement_num_0,1759426,5907231,212.85,,5
CPT_189856_measurement_num_0,1759402,5907235,216.25,,5
CPT_18995_measurement_num_0,1571962,5179320,162.52,,5
CPT_18999_measurement_num_0,1569470.24,5182875.47,156,,5
CPT_190469_measurement_num_0,1573538.5,5178724.6,164.37,,5
CPT_190580_measurement_num_0,1800487.26,5815612.95,256.85,,5
CPT_190691_measurement_num_0,1808235.95,5809842.99,267.7,,5
CPT_190700_measurement_num_0,1808270.47,5809974.78,252.84,,5
CPT_190903_measurement_num_0,1817067.77,5802950.82,257.19,,5
CPT_190918_measurement_num_0,1827805,5875344,123.87,,5
CPT_190948_measurement_num_0,1823129.91,5928588.62,216.79,,5
CPT_191442_measurement_num_0,1754138.52,5882574.82,228.02,,5
CPT_19186_measurement_num_0,1577101.71,5182999.27,185.72,,5
CPT_19202_measurement_num_0,1569699.9,5176733.04,180.37,,5
CPT_19207_measurement_num_0,1575254.07,5177564.11,181.9,,5
CPT_19208_measurement_num_0,1575275.16,5177583.74,185.37,,5
CPT_19232_measurement_num_0,1575347.73,5175638.11,146.28,,5
CPT_192396_measurement_num_0,1815314.24,5807155.34,226.99,,5
CPT_192397_measurement_num_0,1815338.47,5807143.73,241.09,,5
CPT_192402_measurement_num_0,1815373.13,5807118.95,224.81,,5
CPT_192445_measurement_num_0,1773404.77,5891725.6,185.96,,5
CPT_192448_measurement_num_0,1773462.92,5891717.19,215.43,,5
CPT_192451_measurement_num_0,1773467.95,5891663.47,240.11,,5
CPT_192454_measurement_num_0,1773631.29,5891608.17,242.43,,5
CPT_192456_measurement_num_0,1773616.57,5891778.52,222.23,,5
CPT_192466_measurement_num_0,1768553.94,5886122.57,223.91,,5
CPT_192687_measurement_num_0,1876728.9,5819459.92,193.29,,5
CPT_192689_measurement_num_0,1876694.6,5819463.63,200.83,,5
CPT_192733_measurement_num_0,1874642.7,5812930.62,213.08,,5
CPT_192735_measurement_num_0,1874644.06,5812913.13,187.45,,5
CPT_192737_measurement_num_0,1874668.83,5812925.97,192.1,,5
CPT_192738_measurement_num_0,1874664.62,5812911,199.26,,5
CPT_193103_measurement_num_0,1766449.64,5913208.37,165.56,,5
CPT_193104_measurement_num_0,1766439.61,5913235.86,162.32,,5
CPT_19318_measurement_num_0,1580292.71,5174577.16,150.91,,5
CPT_19319_measurement_num_0,1580300.82,5174563.19,150.79,,5
CPT_193666_measurement_num_0,1571327.89,5179865.18,185.33,,5
CPT_193675_measurement_num_0,1571327,5179833.19,181.02,,5
CPT_193678_measurement_num_0,1571284.06,5179819.05,176.59,,5
CPT_193680_measurement_num_0,1571225.19,5179784.87,180.83,,5
CPT_193681_measurement_num_0,1571339.04,5179819.23,175.31,,5
CPT_193683_measurement_num_0,1571324.19,5179773.2,179.36,,5
CPT_193685_measurement_num_0,1571293.25,5179759.11,172.25,,5
CPT_193691_measurement_num_0,1571352.23,5179757.3,173.79,,5
CPT_193692_measurement_num_0,1571203.4,5179724.82,177.82,,5
CPT_193693_measurement_num_0,1571251.38,5179724.98,168.21,,5
CPT_193694_measurement_num_0,1571329.35,5179726.24,172.36,,5
CPT_193696_measurement_num_0,1571244.49,5179692.97,184.87,,5
CPT_193697_measurement_num_0,1571275.43,5179706.07,175.08,,5
CPT_194085_measurement_num_0,1947719.8,5788972.13,275.25,,5
CPT_194092_measurement_num_0,1947714.79,5788950.1,253.95,,5
CPT_194093_measurement_num_0,1947701.52,5788940.79,242.05,,5
CPT_194094_measurement_num_0,1947686.54,5788948.74,257.25,,5
CPT_194144_measurement_num_0,1936092.78,5791657.71,233.16,,5
CPT_194147_measurement_num_0,1936085.44,5791625.7,232.77,,5
CPT_194190_measurement_num_0,1799677.12,5818008.63,210.25,,5
CPT_19428_measurement_num_0,1572665.55,5177126.27,144.68,,5
CPT_19429_measurement_num_0,1572685.84,5177120.91,160.7,,5
CPT_19430_measurement_num_0,1576593.83,5181374.28,183.1,,5
CPT_194378_measurement_num_0,1882228.78,5775097.5,165.26,,5
CPT_194401_measurement_num_0,1570197,5179812,193.26,,5
CPT_194435_measurement_num_0,1751548.16,5950432.34,174.17,,5
CPT_194499_measurement_num_0,1576931.53,5171535.21,106.36,,5
CPT_1944_measurement_num_0,1576784.12,5182447.44,170.9,,5
CPT_194500_measurement_num_0,1576946.02,5171537.47,108.67,,5
CPT_194501_measurement_num_0,1576925.56,5171542.6,112.44,,5
CPT_194502_measurement_num_0,1576923.3,5171521.42,107.56,,5
CPT_194503_measurement_num_0,1576894.78,5171512.2,102.18,,5
CPT_194510_measurement_num_0,2034544.73,5710927.3,202.63,,5
CPT_194511_measurement_num_0,2034480.29,5711091.21,180.27,,5
CPT_194512_measurement_num_0,2034480.31,5711155.81,183.19,,5
CPT_194522_measurement_num_0,1935112.94,5610715.22,205.27,,5
CPT_194525_measurement_num_0,1817754.34,5803619.44,282.57,,5
CPT_194526_measurement_num_0,1817783.78,5803584.57,204.34,,5
CPT_194527_measurement_num_0,1817767.43,5803571.9,249.44,,5
CPT_194528_measurement_num_0,1817751.82,5803570.87,259.75,,5
CPT_194529_measurement_num_0,1878710.46,5826205.96,229.44,,5
CPT_194530_measurement_num_0,1878715.2,5826194.35,227.09,,5
CPT_194545_measurement_num_0,1889968.34,5821811.09,237.43,,5
CPT_194546_measurement_num_0,1889979.91,5821758.35,249.5,,5
CPT_194547_measurement_num_0,1889897.65,5821778.21,253,,5
CPT_194561_measurement_num_0,1890238,5821902.89,260.92,,5
CPT_194562_measurement_num_0,1890252.03,5821882.5,265.14,,5
CPT_1945_measurement_num_0,1575769.51,5183249.1,170.03,,5
CPT_194604_measurement_num_0,1405559.63,4914502.48,142.72,,5
CPT_1946_measurement_num_0,1575830.48,5183195.12,171.25,,5
CPT_194720_measurement_num_0,1862358.55,5851469.02,219.09,,5
CPT_1947_measurement_num_0,1575896.46,5183086.17,171.01,,5
CPT_194826_measurement_num_0,1572495,5182610,180.88,,5
CPT_194851_measurement_num_0,1863555.54,5849992.03,211.5,,5
CPT_194854_measurement_num_0,1881070.53,5829296.85,248.61,,5
CPT_194855_measurement_num_0,1881072.41,5829279.23,254.24,,5
CPT_1948_measurement_num_0,1575042.81,5182770.27,162.87,,5
CPT_1949_measurement_num_0,1575287.7,5183168.12,159.27,,5
CPT_1950_measurement_num_0,1575742.52,5182993.2,169.81,,5
CPT_19511_measurement_num_0,1576326.8,5182408.6,175.52,,5
CPT_19512_measurement_num_0,1576300.49,5182242.57,168.82,,5
CPT_1951_measurement_num_0,1574306.1,5182707.28,152.27,,5
CPT_195294_measurement_num_0,1766502.61,5917158.93,202.15,,5
CPT_195296_measurement_num_0,1766452.48,5917025.51,192.65,,5
CPT_1952_measurement_num_0,1574404.11,5180958.97,161.62,,5
CPT_195323_measurement_num_0,1860889.75,5854744.84,211.42,,5
CPT_195324_measurement_num_0,1860878.05,5854741.76,208.82,,5
