Station,easting,northing,Vs30,Std,q
CPT_35632_measurement_num_0,1576466.69,5184959.29,163.42,,5
CPT_35637_measurement_num_0,1575342.54,5177779.9,171.97,,5
CPT_35640_measurement_num_0,1575402.52,5183242.39,165.12,,5
CPT_35641_measurement_num_0,1575399.23,5183258.81,169.21,,5
CPT_35642_measurement_num_0,1575387.01,5183263.1,175.11,,5
CPT_35643_measurement_num_0,1574719.47,5183614.8,171.72,,5
CPT_35644_measurement_num_0,1576291.03,5184143.5,184.46,,5
CPT_35645_measurement_num_0,1576738.22,5183278.35,174.11,,5
CPT_35646_measurement_num_0,1577552.56,5182565.34,168.48,,5
CPT_35678_measurement_num_0,1574796.25,5182544.13,171.29,,5
CPT_35680_measurement_num_0,1574791.69,5182551.11,172.37,,5
CPT_35681_measurement_num_0,1574776.26,5182548.95,173.72,,5
CPT_35688_measurement_num_0,1574678.15,5181192.31,160.5,,5
CPT_356_measurement_num_0,1574385.43,5184517.99,171.12,,5
CPT_35704_measurement_num_0,1574714.23,5182578.37,169.84,,5
CPT_35706_measurement_num_0,1574707.64,5182590.89,170.37,,5
CPT_35722_measurement_num_0,1577189.38,5183113.64,173.49,,5
CPT_35726_measurement_num_0,1572076.95,5182327.71,173.45,,5
CPT_35742_measurement_num_0,1574896.82,5184684.19,170.58,,5
CPT_35744_measurement_num_0,1575279.03,5178048.43,171.24,,5
CPT_35751_measurement_num_0,1572321.92,5178664.17,146.85,,5
CPT_35796_measurement_num_0,1576564.8,5184742.84,177.21,,5
CPT_35802_measurement_num_0,1574504.24,5185199.47,175.52,,5
CPT_35804_measurement_num_0,1576849.39,5182450,174.42,,5
CPT_35806_measurement_num_0,1576857.56,5182471.47,173.46,,5
CPT_35807_measurement_num_0,1574588.28,5185302.18,161.48,,5
CPT_35808_measurement_num_0,1574590.5,5185290.64,157.56,,5
CPT_35813_measurement_num_0,1573121.96,5181025.01,168.47,,5
CPT_35820_measurement_num_0,1574338.47,5184987.61,170.04,,5
CPT_35826_measurement_num_0,1574633.19,5178480.05,152.97,,5
CPT_35827_measurement_num_0,1574638.35,5178461.97,152.88,,5
CPT_35828_measurement_num_0,1574644.72,5178462.99,146.2,,5
CPT_35838_measurement_num_0,1570085.11,5178444.46,148.85,,5
CPT_35839_measurement_num_0,1570084.65,5178422.46,144.59,,5
CPT_35840_measurement_num_0,1575579.17,5185781.07,169.9,,5
CPT_35847_measurement_num_0,1574337.46,5185017.92,169.27,,5
CPT_35848_measurement_num_0,1574328.39,5185021.44,170.37,,5
CPT_35849_measurement_num_0,1574321.63,5185013.42,172.13,,5
CPT_35850_measurement_num_0,1572443.33,5182689.72,180.39,,5
CPT_35851_measurement_num_0,1572433.84,5182679.02,165.49,,5
CPT_35852_measurement_num_0,1572443.58,5182667.85,163.75,,5
CPT_35865_measurement_num_0,1576353.44,5181521.49,178.65,,5
CPT_35866_measurement_num_0,1576351.09,5181502.6,178.9,,5
CPT_35867_measurement_num_0,1576364.65,5181507.42,174.52,,5
CPT_35868_measurement_num_0,1574898.12,5185941.16,177.3,,5
CPT_35870_measurement_num_0,1574927.48,5185939.49,170.47,,5
CPT_35872_measurement_num_0,1574976.88,5184008.02,172.74,,5
CPT_35944_measurement_num_0,1578925.37,5179746.64,183.34,,5
CPT_35946_measurement_num_0,1578941.83,5179753.8,184.05,,5
CPT_35957_measurement_num_0,1574655.03,5178537.11,156.27,,5
CPT_35958_measurement_num_0,1576822.99,5184131.8,183.18,,5
CPT_35959_measurement_num_0,1576835.53,5184151.28,175.99,,5
CPT_35974_measurement_num_0,1574028.65,5185417.11,158.08,,5
CPT_35976_measurement_num_0,1574047.19,5185409.51,171.12,,5
CPT_35977_measurement_num_0,1574679.41,5181587.36,168.6,,5
CPT_35978_measurement_num_0,1574685.17,5181601.6,172.34,,5
CPT_35979_measurement_num_0,1574693.88,5181605.96,169.26,,5
CPT_36009_measurement_num_0,1576732.26,5181493.93,172.47,,5
CPT_36010_measurement_num_0,1576742.11,5181498.3,170.52,,5
CPT_36011_measurement_num_0,1576749.1,5181487.1,168.51,,5
CPT_36039_measurement_num_0,1575367.1,5178173.25,172.18,,5
CPT_36040_measurement_num_0,1575390.17,5178160.9,175.05,,5
CPT_36049_measurement_num_0,1576438.09,5181513.23,178.45,,5
CPT_36060_measurement_num_0,1570418,5181007,163.17,,5
CPT_36062_measurement_num_0,1575624,5181516,184.21,,5
CPT_36075_measurement_num_0,1572161.05,5182613.71,172.25,,5
CPT_36104_measurement_num_0,1575648.8,5185958.8,173.13,,5
CPT_36105_measurement_num_0,1575663.09,5185965.74,173.87,,5
CPT_36106_measurement_num_0,1575656.38,5185943.94,174.54,,5
CPT_36107_measurement_num_0,1571040.73,5182247.81,168.26,,5
CPT_36117_measurement_num_0,1572548.53,5177458.42,150.8,,5
CPT_36118_measurement_num_0,1574586.82,5180551.82,183.26,,5
CPT_36119_measurement_num_0,1574614.85,5180556.03,179.52,,5
CPT_36126_measurement_num_0,1574795.12,5182735.6,166.25,,5
CPT_36130_measurement_num_0,1571393.79,5176308.67,128.07,,5
CPT_36144_measurement_num_0,1576359.73,5181135.35,171.62,,5
CPT_36148_measurement_num_0,1576789.28,5183826.05,180.85,,5
CPT_36159_measurement_num_0,1576612.48,5183844.87,178.4,,5
CPT_36162_measurement_num_0,1571240.78,5175734.83,139.25,,5
CPT_36168_measurement_num_0,1578264,5180704.54,185.27,,5
CPT_36170_measurement_num_0,1578243.73,5180701.69,180.38,,5
CPT_36172_measurement_num_0,1578356.47,5180722.83,184.4,,5
CPT_36180_measurement_num_0,1578138.78,5180843.95,173.99,,5
CPT_36184_measurement_num_0,1572418.07,5181615.89,172.95,,5
CPT_36186_measurement_num_0,1572430.22,5181609.17,178.84,,5
CPT_36203_measurement_num_0,1572488.93,5178775.77,156.33,,5
CPT_36209_measurement_num_0,1572502.93,5178763.78,136.92,,5
CPT_36210_measurement_num_0,1572517.92,5178764.78,151.05,,5
CPT_36212_measurement_num_0,1572538.91,5178782.77,160.2,,5
CPT_36221_measurement_num_0,1573801.3,5182652.29,183.12,,5
CPT_36224_measurement_num_0,1573798.3,5182657.29,185.67,,5
CPT_36230_measurement_num_0,1576958.03,5183433.05,174.84,,5
CPT_36238_measurement_num_0,1576550.14,5186291.91,182.82,,5
CPT_36239_measurement_num_0,1576538.15,5186294.91,169.23,,5
CPT_36240_measurement_num_0,1572456.91,5179943.31,178.07,,5
CPT_36242_measurement_num_0,1572471.9,5179971.3,154.14,,5
CPT_36252_measurement_num_0,1576154.3,5186481.83,186.64,,5
CPT_36253_measurement_num_0,1576148.3,5186496.83,177.68,,5
CPT_36263_measurement_num_0,1571803.09,5182432.33,154.21,,5
CPT_36273_measurement_num_0,1574606.04,5180513.15,191.13,,5
CPT_36291_measurement_num_0,1579655.8,5178193.72,180.55,,5
CPT_36292_measurement_num_0,1579669.47,5178188.99,176.56,,5
CPT_36297_measurement_num_0,1576506.6,5185526.27,179.04,,5
CPT_36298_measurement_num_0,1576525.53,5185524.78,181.97,,5
CPT_36303_measurement_num_0,1573720.75,5180334.14,171.78,,5
CPT_36309_measurement_num_0,1573987.07,5180570.29,178.94,,5
CPT_36310_measurement_num_0,1573999.33,5180575.56,183.83,,5
CPT_36311_measurement_num_0,1573985.19,5180555.29,184.97,,5
CPT_36313_measurement_num_0,1573330.69,5181009.85,161.12,,5
CPT_36363_measurement_num_0,1576118.41,5181479.12,179.14,,5
CPT_36437_measurement_num_0,1576746.5,5181511.97,173.63,,5
CPT_36438_measurement_num_0,1576706.99,5182325.57,167.62,,5
CPT_36528_measurement_num_0,1576712.1,5181435.33,168.27,,5
CPT_36556_measurement_num_0,1574480.08,5175766.58,306.27,,5
CPT_36557_measurement_num_0,1574468.65,5175756.55,308.94,,5
CPT_36558_measurement_num_0,1574449.78,5175769.58,308.47,,5
CPT_36559_measurement_num_0,1574445.7,5175760.23,327.05,,5
CPT_36563_measurement_num_0,1570680.32,5178761.72,135.27,,5
CPT_36564_measurement_num_0,1570662.3,5178762.08,140.16,,5
CPT_36565_measurement_num_0,1570659.03,5178772.06,141.63,,5
CPT_36586_measurement_num_0,1570677.93,5178772.14,142.4,,5
CPT_3658_measurement_num_0,1576673.17,5181370.36,180.33,,5
CPT_3659_measurement_num_0,1576485.74,5181257.54,182.88,,5
CPT_36602_measurement_num_0,1572535.1,5179795.64,160.03,,5
CPT_36603_measurement_num_0,1572515.3,5179795.67,159.75,,5
CPT_36605_measurement_num_0,1575170.88,5185926.85,173.75,,5
CPT_36615_measurement_num_0,1571890.66,5182825.71,148.02,,5
CPT_36622_measurement_num_0,1574439.44,5178550.95,152.9,,5
CPT_36623_measurement_num_0,1571687.94,5177623,157.48,,5
CPT_36630_measurement_num_0,1576843.32,5184614.42,183.75,,5
CPT_36631_measurement_num_0,1572473.07,5178920.9,157.08,,5
CPT_36633_measurement_num_0,1572201.06,5178704.43,123.5,,5
CPT_36634_measurement_num_0,1572229.11,5178702.1,148.84,,5
CPT_36635_measurement_num_0,1573596.33,5180987.8,175.26,,5
CPT_36637_measurement_num_0,1572266.17,5178920.38,153.92,,5
CPT_3663_measurement_num_0,1576627.51,5184387.55,175.78,,5
CPT_3664_measurement_num_0,1576630.71,5184037.91,184.18,,5
CPT_36651_measurement_num_0,1575383.07,5177782.93,176.41,,5
CPT_36653_measurement_num_0,1575374.45,5177800.34,170.85,,5
CPT_36654_measurement_num_0,1579097.08,5179327.04,182.96,,5
CPT_36655_measurement_num_0,1576533.97,5181250.13,181.2,,5
CPT_36668_measurement_num_0,1575654.41,5182754.98,166.07,,5
CPT_36678_measurement_num_0,1572292.18,5182806.05,169,,5
CPT_36681_measurement_num_0,1575160.68,5181177.23,171.85,,5
CPT_36683_measurement_num_0,1575157.47,5181170.56,168.18,,5
CPT_36692_measurement_num_0,1571918.88,5182339.72,158.43,,5
CPT_36693_measurement_num_0,1571940.29,5182342.03,142.47,,5
CPT_36694_measurement_num_0,1571941.38,5182332.92,149.24,,5
CPT_36696_measurement_num_0,1575997.5,5186059.12,171.23,,5
CPT_3670_measurement_num_0,1576812.99,5183249.06,174.42,,5
CPT_36724_measurement_num_0,1575613.85,5191285.83,188.2,,5
CPT_36727_measurement_num_0,1575559.49,5191254.31,182.99,,5
CPT_36728_measurement_num_0,1575580.07,5191271.6,188.77,,5
CPT_3672_measurement_num_1,1576663.19,5183428.81,178.42,,5
CPT_36730_measurement_num_0,1575096.16,5181575.7,175.25,,5
CPT_36732_measurement_num_0,1579707.49,5177447.88,180.97,,5
CPT_36734_measurement_num_0,1576854.8,5183344.05,161.88,,5
CPT_36735_measurement_num_0,1577051.83,5183054.75,179.19,,5
CPT_3673_measurement_num_0,1576614.19,5185477.59,179.7,,5
CPT_36741_measurement_num_0,1574966.26,5181084.33,169.74,,5
CPT_36742_measurement_num_0,1574962.16,5181097.64,168.66,,5
CPT_36744_measurement_num_0,1576928.47,5182253.03,168.66,,5
CPT_36745_measurement_num_0,1576926.1,5182239.7,169.99,,5
CPT_36752_measurement_num_0,1569501.06,5183447.01,138.81,,5
CPT_36753_measurement_num_0,1569503.35,5183459.46,139.52,,5
CPT_36757_measurement_num_0,1574855.79,5183828.21,178.17,,5
CPT_36758_measurement_num_0,1574859.79,5183840.44,178.99,,5
CPT_36760_measurement_num_0,1574823.48,5185983.75,175.8,,5
CPT_3676_measurement_num_0,1576835.41,5183619.08,178.88,,5
CPT_3677_measurement_num_0,1576659.41,5185428.78,173.22,,5
CPT_3678_measurement_num_0,1576792.08,5183846.42,186.83,,5
CPT_36792_measurement_num_0,1573406.66,5181008.49,169.84,,5
CPT_3679_measurement_num_0,1576457.66,5185299.9,181.61,,5
CPT_36811_measurement_num_0,1570101.47,5183688.26,140.88,,5
CPT_36812_measurement_num_0,1570104.34,5183697.94,143.32,,5
CPT_36813_measurement_num_0,1570113.34,5183691.76,149.27,,5
CPT_36818_measurement_num_0,1572218.85,5182669.7,175.01,,5
CPT_3681_measurement_num_0,1576606.55,5183455.34,182.78,,5
CPT_3683_measurement_num_1,1576704.97,5183460.22,187.38,,5
CPT_36855_measurement_num_0,1576440.87,5181827.1,174.48,,5
CPT_36860_measurement_num_0,1575110.26,5183139.14,174.71,,5
CPT_36862_measurement_num_0,1574769.56,5182720.4,172.67,,5
CPT_36863_measurement_num_0,1574896.5,5182689.11,173.19,,5
CPT_36864_measurement_num_0,1575645.32,5183277.59,170.23,,5
CPT_3686_measurement_num_0,1576607.37,5185302.67,176.55,,5
CPT_36872_measurement_num_0,1575160.33,5183021.27,173.07,,5
CPT_36876_measurement_num_0,1578992,5176820,164.56,,5
CPT_36877_measurement_num_0,1573179.67,5181185.61,162.59,,5
CPT_36878_measurement_num_0,1576479,5181690,168.47,,5
CPT_36879_measurement_num_0,1573181.05,5181163.74,163.26,,5
CPT_3687_measurement_num_0,1576902.11,5183883.83,167.35,,5
CPT_3688_measurement_num_0,1576249.32,5185228.05,184.39,,5
CPT_36892_measurement_num_0,1575199.59,5192876,168.48,,5
CPT_36893_measurement_num_0,1575196.45,5192848.45,167.23,,5
CPT_36894_measurement_num_0,1575213.39,5192867.17,163.94,,5
CPT_36895_measurement_num_0,1575185.02,5192853.18,170.09,,5
CPT_36896_measurement_num_0,1575227.9,5192883.32,165.63,,5
CPT_36898_measurement_num_0,1575222.24,5192837.55,167.89,,5
CPT_36899_measurement_num_0,1575176.65,5192839.6,166.47,,5
CPT_36925_measurement_num_0,1575625.8,5190934.59,185.44,,5
CPT_36926_measurement_num_0,1575611.09,5190951.75,181.59,,5
CPT_36927_measurement_num_0,1575634.71,5190955.17,189.16,,5
CPT_36928_measurement_num_0,1575619.13,5190966,181.76,,5
CPT_3692_measurement_num_0,1576507.53,5185303.54,176.49,,5
CPT_36938_measurement_num_0,1576635.34,5181940.94,176.57,,5
CPT_36940_measurement_num_0,1574817.94,5183875.71,176.59,,5
CPT_36943_measurement_num_0,1575092.57,5184073.75,176.1,,5
CPT_36946_measurement_num_0,1573823.07,5182219.57,183.95,,5
CPT_36947_measurement_num_0,1573801.35,5182275.01,182.29,,5
CPT_36948_measurement_num_0,1573818.02,5182166.57,179.22,,5
CPT_36949_measurement_num_0,1575465.93,5177720.82,174.68,,5
CPT_36950_measurement_num_0,1575511.8,5177811.95,178.09,,5
CPT_36953_measurement_num_0,1574558.18,5180496.18,183.67,,5
CPT_36955_measurement_num_0,1576724.83,5184810.37,175.53,,5
CPT_36958_measurement_num_0,1577049.46,5184224.31,186.26,,5
CPT_3695_measurement_num_0,1576435.93,5185275.46,182.64,,5
CPT_36963_measurement_num_0,1572362.58,5181468.51,174.31,,5
CPT_36964_measurement_num_0,1572014.41,5182264.15,147.24,,5
CPT_3696_measurement_num_0,1575292.25,5185975.34,173.87,,5
CPT_36970_measurement_num_0,1572816.76,5182036.43,177.57,,5
CPT_36971_measurement_num_0,1579765.13,5177379.76,166.62,,5
CPT_36972_measurement_num_0,1579745.69,5177370.15,181.39,,5
CPT_36975_measurement_num_0,1574665.86,5181385.18,178.32,,5
CPT_36976_measurement_num_0,1575119.39,5181981.71,162.76,,5
CPT_36978_measurement_num_0,1579280.54,5176295.77,143.29,,5
CPT_36979_measurement_num_0,1579276.16,5176276.77,128.35,,5
CPT_3697_measurement_num_0,1576476.06,5185291.3,175.01,,5
CPT_36982_measurement_num_0,1575474.01,5191166.82,190.73,,5
CPT_36983_measurement_num_0,1575466.94,5191197.45,190.12,,5
CPT_3698_measurement_num_0,1576543.22,5185381.91,187.53,,5
CPT_36_measurement_num_0,1574602.57,5182888.22,158.43,,5
CPT_37005_measurement_num_0,1575605.14,5191320.11,185.11,,5
CPT_37056_measurement_num_0,1571285.57,5182756.74,152.19,,5
CPT_37058_measurement_num_0,1574577.37,5185021.27,177.65,,5
CPT_3705_measurement_num_0,1576559.13,5185496.12,180.45,,5
CPT_37062_measurement_num_0,1576446.26,5185529.95,166.84,,5
CPT_37068_measurement_num_0,1571669.25,5181099.34,164.38,,5
CPT_3707_measurement_num_0,1576601.76,5185492.04,183.6,,5
CPT_37084_measurement_num_0,1576957.13,5183207.02,172.13,,5
CPT_37089_measurement_num_0,1576784.56,5183270.96,159.83,,5
CPT_3708_measurement_num_0,1576218,5185578.89,175.59,,5
CPT_3709_measurement_num_0,1576591.32,5185872.35,178.48,,5
CPT_3712_measurement_num_0,1575341.6,5185980.64,180.58,,5
CPT_37132_measurement_num_0,1571071.51,5183512.98,153.14,,5
CPT_37133_measurement_num_0,1571727.58,5183561.1,156.74,,5
CPT_37139_measurement_num_0,1577326.71,5185806.92,186.47,,5
CPT_37149_measurement_num_0,1573012.76,5184542.06,191.11,,5
CPT_37150_measurement_num_0,1572745.58,5184102.07,186.23,,5
CPT_3718_measurement_num_0,1575396.25,5185872.74,172.2,,5
CPT_37220_measurement_num_0,1578901.07,5179843.63,180.62,,5
CPT_3722_measurement_num_0,1576543.48,5184040.43,184.49,,5
CPT_3723_measurement_num_0,1576432.03,5185605.2,180.71,,5
CPT_37262_measurement_num_0,1575543.89,5191249.15,184.78,,5
CPT_37263_measurement_num_0,1575529.32,5191247.54,180.11,,5
CPT_37264_measurement_num_0,1575527.31,5191267.63,182.97,,5
CPT_37265_measurement_num_0,1575543.81,5191269.36,186.63,,5
CPT_3728_measurement_num_0,1576550.85,5183570.29,177.06,,5
CPT_3729_measurement_num_0,1576408.67,5185799.2,179.44,,5
CPT_3730_measurement_num_0,1576187.56,5186187.79,186.8,,5
CPT_3732_measurement_num_0,1575975.01,5186073.13,169.87,,5
CPT_3734_measurement_num_0,1576082.81,5186238.52,169.87,,5
CPT_37356_measurement_num_0,1571381.9,5180200.2,154.04,,5
CPT_37357_measurement_num_0,1571410.67,5180197.55,164.47,,5
CPT_3735_measurement_num_0,1576165.96,5186129.76,182.71,,5
CPT_3736_measurement_num_0,1575927.84,5186125.95,171.24,,5
CPT_3737_measurement_num_0,1576128.94,5186016.78,178.97,,5
CPT_3738_measurement_num_0,1575893.33,5186139.93,174.32,,5
CPT_3739_measurement_num_0,1576121.43,5185979.26,174.11,,5
CPT_37402_measurement_num_0,1569586.9,5183378.21,140.71,,5
CPT_37403_measurement_num_0,1569587.86,5183398.43,141.99,,5
CPT_37410_measurement_num_0,1576311.88,5186326.88,177.43,,5
CPT_37421_measurement_num_0,1574740.48,5178240.89,163.43,,5
CPT_37424_measurement_num_0,1574796.1,5178185.35,148.75,,5
CPT_37425_measurement_num_0,1574789.63,5178210.76,151.69,,5
CPT_37426_measurement_num_0,1574787.11,5178236.29,164.62,,5
CPT_3742_measurement_num_0,1575972.16,5185997.37,170.19,,5
CPT_37437_measurement_num_0,1575191.31,5177935.83,181.66,,5
CPT_37446_measurement_num_0,1574982.38,5178122.3,176.62,,5
CPT_37447_measurement_num_0,1574985.22,5178138.19,182.02,,5
CPT_37466_measurement_num_0,1573495,5181135,178.94,,5
CPT_37474_measurement_num_0,1576018.13,5182198.87,184.89,,5
CPT_37477_measurement_num_0,1575006.79,5184095.31,183.38,,5
CPT_3748_measurement_num_0,1575596.44,5186029.58,176.65,,5
CPT_37493_measurement_num_0,1570782.19,5182016.46,179.92,,5
CPT_37498_measurement_num_0,1569131.54,5182650.8,200.77,,5
CPT_37531_measurement_num_0,1575473.33,5182403.37,180.73,,5
CPT_37534_measurement_num_0,1576332.65,5181137.03,184.72,,5
CPT_37537_measurement_num_0,1575573.39,5183316.87,169.46,,5
CPT_37538_measurement_num_0,1575631.2,5182735.9,180.18,,5
CPT_3753_measurement_num_0,1575636.69,5186414.22,177.2,,5
CPT_37547_measurement_num_0,1576461.79,5181301.19,183.56,,5
CPT_37549_measurement_num_0,1575456.15,5191160.42,183.08,,5
CPT_3754_measurement_num_0,1575707.94,5186333.43,176.29,,5
CPT_37552_measurement_num_0,1575442.54,5191186.25,189.01,,5
CPT_37560_measurement_num_0,1574919.14,5184575.21,180.96,,5
CPT_3756_measurement_num_0,1575552.2,5186269.75,176.32,,5
CPT_37589_measurement_num_0,1574977.1,5184491.57,186.95,,5
CPT_3758_measurement_num_0,1575705.03,5186316.12,176.69,,5
CPT_37608_measurement_num_0,1572928,5180868,182.13,,5
CPT_3761_measurement_num_0,1575845.03,5186104.09,176.55,,5
CPT_37631_measurement_num_0,1571893,5182553,153.74,,5
CPT_37634_measurement_num_0,1570919,5180818,178.8,,5
CPT_3763_measurement_num_0,1575856.63,5186123.38,169.52,,5
CPT_3764_measurement_num_0,1572642.33,5181547.95,174,,5
CPT_37650_measurement_num_0,1575791,5194372,166.37,,5
CPT_37651_measurement_num_0,1575809,5176790,171.01,,5
CPT_37658_measurement_num_0,1578843,5177059,174.19,,5
CPT_37659_measurement_num_0,1578882,5177067,167.3,,5
CPT_3765_measurement_num_0,1575754.65,5186076.76,175.27,,5
CPT_37667_measurement_num_0,1569896,5181145,149.58,,5
CPT_37668_measurement_num_0,1569883,5181173,148.21,,5
CPT_37669_measurement_num_0,1569848,5181151,144.81,,5
CPT_3766_measurement_num_0,1571859.65,5182309.04,158.94,,5
CPT_37670_measurement_num_0,1569853,5181129,142.83,,5
CPT_37692_measurement_num_0,1574758,5181213,182.47,,5
CPT_37694_measurement_num_0,1574779,5181216,183.34,,5
CPT_37709_measurement_num_0,1576688,5183921,172.46,,5
CPT_37710_measurement_num_0,1576675,5183937,175.19,,5
CPT_37738_measurement_num_0,1573844.83,5182194.88,181.55,,5
CPT_37740_measurement_num_0,1575017.05,5184097.13,183.38,,5
CPT_37746_measurement_num_0,1576778.3,5184407.85,183.8,,5
CPT_37747_measurement_num_0,1576796.21,5184418.46,176.32,,5
CPT_37748_measurement_num_0,1576885.17,5184955.3,186.9,,5
CPT_37749_measurement_num_0,1578675.68,5177361.39,176.88,,5
CPT_3774_measurement_num_0,1572072.55,5182563.9,165.85,,5
CPT_37753_measurement_num_0,1575414.67,5178022.61,184.07,,5
CPT_37754_measurement_num_0,1574611,5178386.23,150.39,,5
CPT_37755_measurement_num_0,1574614.5,5178401.57,165.33,,5
CPT_37757_measurement_num_0,1570303.85,5183610.42,139.23,,5
CPT_37759_measurement_num_0,1570161.72,5183665.87,143.39,,5
CPT_3775_measurement_num_0,1571883.95,5182925.42,152.24,,5
CPT_37760_measurement_num_0,1570176.12,5183646.39,139.92,,5
CPT_37761_measurement_num_0,1570167.87,5183664.79,145.83,,5
CPT_3776_measurement_num_0,1571854.47,5183157.66,149.36,,5
CPT_37773_measurement_num_0,1575384.21,5182326.19,179.1,,5
CPT_37774_measurement_num_0,1575350.72,5182267.54,178.12,,5
CPT_37775_measurement_num_0,1572341.7,5177020.77,158.18,,5
CPT_37777_measurement_num_0,1571899.52,5182445.81,153.88,,5
CPT_37781_measurement_num_0,1575545.18,5183296,168.28,,5
CPT_37782_measurement_num_0,1576949.21,5182264.1,175.64,,5
CPT_37784_measurement_num_0,1575373.7,5191087.6,179.46,,5
CPT_37785_measurement_num_0,1575364.45,5191071.24,174.11,,5
CPT_37786_measurement_num_0,1574793.72,5183994.79,174.06,,5
CPT_37788_measurement_num_0,1574979,5184827,184.55,,5
CPT_37789_measurement_num_0,1574982,5184804,182.11,,5
CPT_37793_measurement_num_0,1574300.18,5183833.44,184.67,,5
CPT_37799_measurement_num_0,1571050.04,5181380.69,154.97,,5
CPT_3779_measurement_num_0,1572394.16,5182528.49,176.69,,5
CPT_377_measurement_num_0,1571143.09,5181262.68,145.46,,5
CPT_37801_measurement_num_0,1571025.99,5181390.14,157.48,,5
CPT_37803_measurement_num_0,1570090.18,5182790.4,164.31,,5
CPT_37804_measurement_num_0,1570077.99,5182787.57,161.76,,5
CPT_37806_measurement_num_0,1575380.1,5184245.18,178.63,,5
CPT_37808_measurement_num_0,1575204.46,5184603.03,182.98,,5
CPT_37810_measurement_num_0,1575067.4,5184301.33,170.95,,5
CPT_37811_measurement_num_0,1576284.98,5182533.67,170.1,,5
CPT_3782_measurement_num_0,1572291.34,5183746.4,179.39,,5
CPT_37838_measurement_num_0,1572375.03,5183337.81,168.31,,5
CPT_3786_measurement_num_0,1572385.82,5182601.18,164.7,,5
CPT_3788_measurement_num_0,1572597.49,5183153.43,189.36,,5
CPT_37894_measurement_num_0,1572360.92,5183329.54,170.5,,5
CPT_3790_measurement_num_0,1572687.69,5183189.71,193.49,,5
CPT_3791_measurement_num_0,1572494.35,5183104.43,190.53,,5
CPT_37940_measurement_num_0,1570829.03,5181838.97,163.26,,5
CPT_37950_measurement_num_0,1579864.76,5177426.49,178.18,,5
CPT_37960_measurement_num_0,1571017,5180724,174.75,,5
CPT_3799_measurement_num_0,1576679.98,5182197.57,171.2,,5
CPT_38034_measurement_num_0,1571767.52,5182717.46,143.92,,5
CPT_38035_measurement_num_0,1571769.66,5182726.36,146.85,,5
CPT_38036_measurement_num_0,1571764.51,5182741,146.6,,5
CPT_38039_measurement_num_0,1575683.94,5181874.93,173.32,,5
CPT_38041_measurement_num_0,1571679.06,5176836.76,153.28,,5
CPT_38044_measurement_num_0,1569315.84,5182811.13,173.32,,5
CPT_38051_measurement_num_0,1570610,5182347,205.02,,5
CPT_38066_measurement_num_0,1576075.85,5177270.56,169.4,,5
CPT_38067_measurement_num_0,1576044.26,5177294.77,180.63,,5
CPT_38068_measurement_num_0,1576077.41,5177287.56,171.21,,5
CPT_38107_measurement_num_0,1576475.92,5182181.61,169.8,,5
CPT_38109_measurement_num_0,1570945.24,5180814.38,180.52,,5
CPT_38114_measurement_num_0,1570962.03,5180780.8,181.78,,5
CPT_38116_measurement_num_0,1576596.65,5184235.97,171.77,,5
CPT_38117_measurement_num_0,1574881.48,5183811.2,176,,5
CPT_38126_measurement_num_0,1572285.27,5181442.09,152.19,,5
CPT_38127_measurement_num_0,1579665.14,5178152.77,188.29,,5
CPT_38129_measurement_num_0,1574726.1,5181228.14,173.47,,5
CPT_38130_measurement_num_0,1575004.51,5181099.35,177.97,,5
CPT_38131_measurement_num_0,1575105.74,5182022.42,168.44,,5
CPT_38133_measurement_num_0,1573973.17,5178252.74,169.17,,5
CPT_38135_measurement_num_0,1574363.82,5183829.91,171.96,,5
CPT_38136_measurement_num_0,1574128.09,5177818.75,163.48,,5
CPT_38140_measurement_num_0,1575150.33,5184789.08,183,,5
CPT_38146_measurement_num_0,1576432.9,5185903.73,187.16,,5
CPT_38151_measurement_num_0,1571092,5181581,185.51,,5
CPT_38152_measurement_num_0,1576010,5186052,179.71,,5
CPT_38155_measurement_num_0,1576350.55,5181034.26,189.9,,5
CPT_38156_measurement_num_0,1576580.6,5181739.51,170.21,,5
CPT_38207_measurement_num_0,1575047.93,5181113.62,176.31,,5
CPT_38208_measurement_num_0,1575049.08,5181130.06,168.21,,5
CPT_38213_measurement_num_0,1575417.8,5191378.62,177.22,,5
CPT_38214_measurement_num_0,1575392.12,5191385.31,178.45,,5
CPT_38215_measurement_num_0,1575556.5,5191318.6,175.62,,5
CPT_38216_measurement_num_0,1575558.1,5191302.62,182.3,,5
CPT_38217_measurement_num_0,1575537.91,5191312.54,186.97,,5
CPT_38218_measurement_num_0,1575546.32,5191293.36,182.92,,5
CPT_38222_measurement_num_0,1575327.4,5191399.84,177.74,,5
CPT_38223_measurement_num_0,1575355.51,5191414.49,177.24,,5
CPT_38224_measurement_num_0,1575542.75,5191496.47,177.09,,5
CPT_38225_measurement_num_0,1575537.21,5191505.44,178.81,,5
CPT_38226_measurement_num_0,1575541.12,5191520.78,177.26,,5
CPT_38227_measurement_num_0,1575556.17,5191523.95,175.77,,5
CPT_38236_measurement_num_0,1571468.81,5181883.81,155.13,,5
CPT_38237_measurement_num_0,1571467.66,5181868.36,154.84,,5
CPT_3823_measurement_num_0,1576593.41,5182857.78,191.38,,5
CPT_38240_measurement_num_0,1576657,5185478,179.66,,5
CPT_38249_measurement_num_0,1576365.41,5185041.12,165.55,,5
