wkt_geom,easting,northing,vs30,uncertainty,station,q,gid,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv
Point (1843523.82768872659653425 5482096.42107586376368999),1843523.828,5482096.421,1000,0.5,TIWZ,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1831413.60343641694635153 5668885.40104083716869354),1831413.603,5668885.401,1000,0.5,TON8,3,15,1068.298,0.6903283,11,691.41766,0.7239429
Point (2036344.42351169837638736 5762841.00842697732150555),2036344.424,5762841.008,800,0.5,TWGZ,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1790391.66285882401280105 5925966.48018971271812916),1790391.663,5925966.48,1000,0.5,WIAZ,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1969272.96006948733702302 5839442.2200968861579895),1969272.96,5839442.22,1000,0.5,WSRZ,3,15,1068.298,0.6903283,16,218.11823,0.39540365
Point (1740120.50286214775405824 5911468.4118970725685358),1740120.503,5911468.412,1000,0.5,WTAZ,3,14,711.34503,0.91852474,11,691.41766,0.7239429
Point (1757836.91276237787678838 5919954.34258763492107391),1757836.913,5919954.343,800,0.5,AKUS,3,12,782.0686,0.6023249,8,614.3239,0.71882683
Point (1927505.06961579131893814 5587875.30683845095336437),1927505.07,5587875.307,800,0.5,CREC,3,12,782.0686,0.6023249,15,220.0589,0.4556925
Point (1802105.50852779299020767 5815487.6168653815984726),1802105.509,5815487.617,182,0.1,HBHS,1,4,263.54578,0.5950514,15,220.0589,0.4556925
Point (1751943.27723280503414571 5923486.48760594800114632),1751943.277,5923486.488,1000,0.5,KAPS,3,12,782.0686,0.6023249,7,769.95667,0.7053239
Point (1911942.71550530102103949 5626091.94282663520425558),1911942.716,5626091.943,1000,0.5,KONC,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1955644.75564563553780317 5678083.0418455321341753),1955644.756,5678083.042,800,0.5,LPIH,3,12,782.0686,0.6023249,13,255.27419,0.65902555
Point (1825314.37024873541668057 5628628.83526906371116638),1825314.37,5628628.835,800,0.5,LWON,3,12,782.0686,0.6023249,15,220.0589,0.4556925
Point (1753813.44326068484224379 5916456.51695634238421917),1753813.443,5916456.517,584,0.5,MAGS,3,12,782.0686,0.6023249,14,302.07278,0.53168344
Point (1951843.82490468164905906 5691225.76015247032046318),1951843.825,5691225.76,1000,0.5,PAHZ,3,12,782.0686,0.6023249,11,691.41766,0.7239429
Point (1960232.11284345574676991 5693952.51838328968733549),1960232.113,5693952.518,800,0.5,TAPC,3,12,782.0686,0.6023249,6,491.11566,0.68166685
Point (1960258.61678688228130341 5693951.31271925568580627),1960258.617,5693951.313,800,0.5,TUIC,3,12,782.0686,0.6023249,6,491.11566,0.68166685
Point (1719121.72433998947963119 6046866.85568401589989662),1719121.724,6046866.856,800,0.5,WBHS,3,4,270.23215,0.5950514,9,495.74252,0.7043546
Point (1749246.26462362217716873 5428760.70991171896457672),1749246.265,5428760.71,244,0.1,CPLB,1,2,418,0.25372875,255,NA,NA
